EmployeeID,Gender,JobRole,JobLevel,EducationField,Department,MaritalStatus,Attrition
453,Female,Sales Executive,2,Life Sciences,Research & Development,Married,1
454,Male,Manufacturing Director,1,Marketing,Research & Development,Single,0
455,Female,Manufacturing Director,1,Life Sciences,Research & Development,Married,0
456,Male,Research Scientist,4,Marketing,Research & Development,Single,0
457,Male,Sales Executive,1,Marketing,Sales,Married,0
458,Male,Sales Executive,2,Technical Degree,Research & Development,Divorced,0
459,Male,Research Scientist,2,Technical Degree,Sales,Married,0
460,Male,Manufacturing Director,1,Life Sciences,Research & Development,Single,0
461,Male,Human Resources,2,Technical Degree,Research & Development,Married,0
462,Male,Sales Representative,3,Medical,Research & Development,Single,0
463,Male,Laboratory Technician,2,Life Sciences,Sales,Single,1
464,Male,Healthcare Representative,2,Human Resources,Sales,Divorced,0
465,Female,Laboratory Technician,1,Medical,Human Resources,Single,1
466,Female,Manufacturing Director,1,Medical,Research & Development,Single,0
467,Male,Sales Representative,3,Marketing,Research & Development,Divorced,0
468,Female,Laboratory Technician,4,Marketing,Research & Development,Married,0
469,Male,Sales Executive,2,Life Sciences,Sales,Married,0
470,Female,Human Resources,1,Marketing,Research & Development,Single,0
471,Female,Sales Executive,1,Medical,Research & Development,Married,0
472,Female,Sales Executive,2,Other,Sales,Single,0
473,Female,Laboratory Technician,2,Other,Sales,Single,0
474,Female,Sales Executive,2,Marketing,Sales,Divorced,1
475,Male,Manufacturing Director,1,Medical,Research & Development,Single,0
476,Male,Human Resources,1,Other,Research & Development,Single,0
477,Male,Sales Representative,1,Marketing,Research & Development,Divorced,0
478,Female,Sales Executive,3,Life Sciences,Research & Development,Married,0
479,Male,Sales Executive,1,Medical,Research & Development,Married,0
480,Male,Laboratory Technician,1,Marketing,Research & Development,Married,0
481,Female,Sales Executive,2,Life Sciences,Sales,Single,0
482,Male,Laboratory Technician,1,Human Resources,Research & Development,Married,1
483,Female,Sales Representative,3,Life Sciences,Research & Development,Married,0
484,Male,Sales Executive,1,Life Sciences,Research & Development,Married,0
485,Male,Healthcare Representative,1,Life Sciences,Sales,Single,0
486,Female,Laboratory Technician,1,Medical,Research & Development,Married,0
487,Male,Manufacturing Director,1,Life Sciences,Research & Development,Single,0
488,Male,Sales Representative,2,Life Sciences,Sales,Single,0
489,Male,Laboratory Technician,1,Medical,Research & Development,Single,0
490,Male,Sales Representative,2,Life Sciences,Human Resources,Single,1
491,Female,Laboratory Technician,1,Medical,Sales,Married,0
492,Male,Sales Representative,3,Medical,Research & Development,Single,0
493,Male,Manufacturing Director,1,Medical,Research & Development,Married,0
494,Male,Laboratory Technician,1,Medical,Sales,Divorced,0
495,Female,Human Resources,1,Medical,Sales,Divorced,0
496,Female,Healthcare Representative,1,Life Sciences,Research & Development,Single,0
497,Female,Research Scientist,1,Human Resources,Sales,Single,0
498,Female,Laboratory Technician,3,Other,Sales,Single,0
499,Male,Sales Representative,1,Medical,Sales,Single,0
500,Female,Human Resources,1,Medical,Research & Development,Single,0
501,Female,Laboratory Technician,1,Marketing,Research & Development,Single,0
502,Female,Sales Executive,4,Human Resources,Research & Development,Single,0
503,Male,Sales Executive,1,Life Sciences,Research & Development,Divorced,0
504,Female,Healthcare Representative,1,Life Sciences,Research & Development,Single,0
505,Female,Sales Representative,1,Medical,Human Resources,Single,0
506,Male,Research Scientist,1,Medical,Research & Development,Single,0
507,Female,Sales Executive,2,Life Sciences,Research & Development,Single,0
508,Female,Sales Executive,1,Medical,Research & Development,Single,0
509,Female,Healthcare Representative,2,Other,Research & Development,Divorced,0
510,Female,Laboratory Technician,1,Medical,Research & Development,Married,0
511,Female,Human Resources,2,Marketing,Sales,Divorced,0
512,Male,Sales Executive,1,Life Sciences,Human Resources,Divorced,0
513,Female,Research Scientist,1,Marketing,Sales,Single,0
514,Male,Manufacturing Director,2,Technical Degree,Research & Development,Married,0
515,Male,Sales Representative,2,Human Resources,Sales,Married,0
516,Male,Research Scientist,1,Marketing,Research & Development,Single,1
517,Male,Research Scientist,1,Life Sciences,Research & Development,Married,0
518,Male,Laboratory Technician,4,Medical,Sales,Single,0
519,Male,Research Scientist,3,Human Resources,Research & Development,Single,0
520,Male,Laboratory Technician,1,Marketing,Research & Development,Divorced,0
521,Female,Laboratory Technician,1,Life Sciences,Sales,Married,0
522,Female,Laboratory Technician,1,Marketing,Sales,Single,0
523,Male,Laboratory Technician,4,Life Sciences,Research & Development,Single,0
524,Male,Research Scientist,1,Life Sciences,Sales,Married,0
525,Male,Laboratory Technician,1,Life Sciences,Sales,Divorced,0
526,Male,Human Resources,2,Life Sciences,Sales,Single,0
527,Male,Laboratory Technician,1,Life Sciences,Research & Development,Married,1
528,Male,Human Resources,1,Life Sciences,Research & Development,Married,0
529,Female,Healthcare Representative,2,Human Resources,Research & Development,Married,1
530,Male,Laboratory Technician,2,Life Sciences,Sales,Married,0
531,Male,Laboratory Technician,2,Medical,Sales,Married,0
532,Male,Research Scientist,1,Life Sciences,Research & Development,Divorced,0
533,Female,Sales Executive,2,Life Sciences,Sales,Divorced,0
534,Male,Laboratory Technician,3,Technical Degree,Sales,Divorced,0
535,Male,Manufacturing Director,1,Life Sciences,Human Resources,Single,0
536,Male,Research Scientist,2,Medical,Sales,Single,1
537,Female,Sales Representative,1,Human Resources,Research & Development,Married,0
538,Female,Sales Representative,1,Medical,Research & Development,Married,0
539,Male,Sales Executive,1,Human Resources,Research & Development,Single,0
540,Male,Research Scientist,2,Marketing,Research & Development,Single,0
541,Male,Sales Representative,4,Marketing,Research & Development,Single,0
542,Male,Sales Executive,2,Other,Research & Development,Divorced,0
543,Female,Research Scientist,2,Technical Degree,Sales,Married,0
544,Female,Sales Representative,2,Life Sciences,Sales,Married,0
545,Female,Sales Representative,1,Marketing,Sales,Single,0
546,Male,Human Resources,1,Life Sciences,Research & Development,Divorced,0
547,Male,Sales Representative,2,Medical,Sales,Single,0
548,Male,Research Scientist,2,Technical Degree,Research & Development,Single,0
549,Male,Healthcare Representative,1,Technical Degree,Research & Development,Married,0
550,Male,Sales Representative,2,Life Sciences,Sales,Married,0
551,Male,Laboratory Technician,1,Human Resources,Research & Development,Married,0
552,Female,Laboratory Technician,3,Other,Sales,Married,0
553,Male,Human Resources,2,Marketing,Research & Development,Divorced,0
554,Male,Manufacturing Director,1,Marketing,Human Resources,Single,0
555,Male,Manufacturing Director,1,Life Sciences,Sales,Married,0
556,Male,Laboratory Technician,3,Life Sciences,Research & Development,Married,0
557,Male,Sales Executive,1,Technical Degree,Research & Development,Single,0
558,Male,Sales Executive,1,Human Resources,Research & Development,Married,1
559,Female,Human Resources,2,Human Resources,Research & Development,Divorced,0
560,Female,Laboratory Technician,1,Life Sciences,Research & Development,Single,1
561,Male,Laboratory Technician,1,Marketing,Sales,Single,0
562,Male,Laboratory Technician,2,Life Sciences,Sales,Single,0
563,Male,Healthcare Representative,1,Life Sciences,Research & Development,Single,0
564,Male,Research Scientist,3,Life Sciences,Sales,Married,0
565,Female,Sales Executive,1,Life Sciences,Research & Development,Divorced,0
566,Male,Human Resources,1,Life Sciences,Sales,Married,0
567,Male,Laboratory Technician,1,Human Resources,Sales,Divorced,0
568,Female,Manufacturing Director,1,Life Sciences,Research & Development,Single,0
569,Male,Laboratory Technician,1,Medical,Sales,Single,1
570,Male,Sales Executive,2,Technical Degree,Human Resources,Divorced,0
571,Male,Manufacturing Director,1,Marketing,Sales,Divorced,0
572,Female,Laboratory Technician,4,Other,Sales,Single,0
573,Female,Sales Executive,2,Technical Degree,Sales,Single,0
574,Female,Sales Executive,4,Technical Degree,Sales,Single,0
575,Male,Laboratory Technician,2,Life Sciences,Sales,Married,0
576,Female,Healthcare Representative,1,Life Sciences,Human Resources,Divorced,0
577,Female,Research Scientist,1,Human Resources,Research & Development,Single,0
578,Male,Human Resources,2,Marketing,Sales,Single,1
579,Female,Manufacturing Director,3,Technical Degree,Sales,Single,1
580,Female,Manufacturing Director,1,Life Sciences,Research & Development,Married,0
581,Male,Healthcare Representative,3,Technical Degree,Research & Development,Married,1
582,Male,Manufacturing Director,1,Marketing,Sales,Married,0
583,Female,Sales Representative,2,Other,Research & Development,Single,0
584,Male,Laboratory Technician,2,Marketing,Research & Development,Married,0
585,Male,Research Scientist,5,Technical Degree,Research & Development,Single,0
586,Female,Healthcare Representative,1,Life Sciences,Human Resources,Single,1
587,Male,Human Resources,1,Life Sciences,Sales,Single,0
588,Male,Laboratory Technician,1,Medical,Sales,Divorced,0
589,Male,Manufacturing Director,2,Marketing,Research & Development,Married,0
590,Male,Laboratory Technician,1,Life Sciences,Research & Development,Single,0
591,Female,Healthcare Representative,1,Marketing,Sales,Single,0
592,Male,Laboratory Technician,2,Marketing,Sales,Divorced,0
593,Male,Manufacturing Director,3,Life Sciences,Sales,Married,0
594,Male,Sales Executive,1,Life Sciences,Research & Development,Single,1
595,Male,Sales Executive,4,Medical,Research & Development,Single,0
596,Female,Manufacturing Director,2,Medical,Research & Development,Divorced,0
597,Male,Manufacturing Director,2,Technical Degree,Sales,Single,0
598,Male,Healthcare Representative,5,Other,Research & Development,Single,0
599,Female,Research Scientist,1,Human Resources,Sales,Single,0
600,Male,Sales Representative,2,Other,Sales,Married,0
601,Male,Research Scientist,1,Life Sciences,Research & Development,Single,0
602,Female,Research Scientist,1,Medical,Research & Development,Single,0
603,Male,Research Scientist,2,Life Sciences,Sales,Divorced,0
604,Male,Healthcare Representative,1,Technical Degree,Research & Development,Married,0
605,Female,Sales Executive,2,Life Sciences,Research & Development,Single,0
606,Male,Laboratory Technician,1,Life Sciences,Research & Development,Married,0
607,Male,Sales Representative,1,Marketing,Sales,Married,0
608,Female,Sales Executive,4,Life Sciences,Research & Development,Single,1
609,Male,Sales Executive,1,Marketing,Research & Development,Single,0
610,Female,Laboratory Technician,1,Human Resources,Sales,Married,1
611,Female,Human Resources,1,Life Sciences,Sales,Married,1
612,Male,Research Scientist,1,Life Sciences,Research & Development,Single,0
613,Male,Sales Representative,1,Marketing,Sales,Single,0
614,Female,Laboratory Technician,2,Medical,Research & Development,Single,0
615,Female,Sales Executive,1,Other,Research & Development,Married,0
616,Female,Sales Representative,1,Medical,Sales,Single,0
617,Male,Sales Executive,3,Technical Degree,Sales,Divorced,0
618,Male,Sales Executive,2,Marketing,Research & Development,Single,0
619,Male,Sales Executive,3,Medical,Sales,Single,0
620,Female,Research Scientist,1,Life Sciences,Human Resources,Married,0
621,Female,Sales Representative,1,Medical,Research & Development,Single,0
622,Male,Research Scientist,1,Life Sciences,Research & Development,Married,0
623,Male,Laboratory Technician,1,Life Sciences,Research & Development,Single,0
624,Male,Sales Executive,1,Technical Degree,Research & Development,Married,0
625,Male,Sales Representative,4,Life Sciences,Research & Development,Married,0
626,Female,Sales Executive,4,Life Sciences,Sales,Married,1
627,Male,Sales Executive,1,Life Sciences,Research & Development,Married,1
628,Male,Healthcare Representative,1,Life Sciences,Sales,Single,0
629,Male,Sales Executive,1,Life Sciences,Research & Development,Single,0
630,Male,Research Scientist,1,Life Sciences,Research & Development,Single,0
631,Male,Sales Executive,2,Life Sciences,Research & Development,Single,0
632,Male,Sales Executive,1,Marketing,Sales,Single,0
633,Male,Sales Executive,1,Life Sciences,Research & Development,Single,0
634,Male,Sales Representative,1,Technical Degree,Research & Development,Married,0
635,Male,Sales Representative,1,Technical Degree,Research & Development,Single,0
636,Male,Laboratory Technician,1,Human Resources,Research & Development,Married,0
637,Male,Research Scientist,1,Life Sciences,Human Resources,Divorced,0
638,Male,Sales Executive,1,Life Sciences,Sales,Divorced,0
639,Male,Laboratory Technician,3,Marketing,Research & Development,Divorced,1
640,Male,Human Resources,2,Medical,Sales,Married,0
641,Female,Research Scientist,1,Medical,Sales,Single,0
642,Male,Sales Executive,4,Medical,Research & Development,Divorced,0
643,Male,Healthcare Representative,1,Human Resources,Human Resources,Married,0
644,Male,Sales Executive,1,Marketing,Sales,Single,0
645,Male,Laboratory Technician,1,Medical,Research & Development,Divorced,0
646,Male,Research Scientist,1,Life Sciences,Research & Development,Single,0
647,Male,Research Scientist,1,Medical,Research & Development,Married,1
648,Male,Healthcare Representative,2,Other,Human Resources,Married,0
649,Male,Sales Representative,1,Marketing,Sales,Single,1
650,Female,Sales Representative,1,Marketing,Sales,Single,0
651,Female,Manufacturing Director,1,Life Sciences,Sales,Married,0
652,Male,Laboratory Technician,1,Technical Degree,Research & Development,Single,1
653,Male,Sales Executive,1,Life Sciences,Research & Development,Single,0
654,Male,Manufacturing Director,1,Life Sciences,Sales,Single,0
655,Female,Manufacturing Director,1,Life Sciences,Research & Development,Single,0
656,Male,Research Scientist,1,Life Sciences,Research & Development,Married,0
657,Male,Sales Executive,5,Life Sciences,Sales,Single,0
658,Male,Manufacturing Director,1,Medical,Sales,Single,0
659,Female,Laboratory Technician,1,Life Sciences,Sales,Single,0
660,Male,Sales Executive,1,Other,Sales,Married,1
661,Male,Human Resources,2,Marketing,Sales,Single,0
662,Male,Research Scientist,1,Human Resources,Research & Development,Divorced,0
663,Male,Sales Executive,1,Other,Research & Development,Married,1
664,Male,Research Scientist,1,Technical Degree,Research & Development,Divorced,0
665,Female,Laboratory Technician,1,Human Resources,Research & Development,Married,0
666,Male,Human Resources,2,Technical Degree,Research & Development,Married,0
667,Female,Laboratory Technician,1,Other,Sales,Married,0
668,Male,Sales Executive,4,Life Sciences,Research & Development,Single,0
669,Male,Human Resources,1,Human Resources,Sales,Divorced,0
670,Male,Human Resources,1,Life Sciences,Research & Development,Married,0
671,Male,Healthcare Representative,2,Marketing,Research & Development,Single,0
672,Female,Research Scientist,2,Human Resources,Human Resources,Married,0
673,Male,Research Scientist,1,Medical,Sales,Married,0
674,Male,Manufacturing Director,1,Medical,Research & Development,Single,1
675,Female,Laboratory Technician,1,Medical,Research & Development,Single,0
676,Male,Laboratory Technician,1,Life Sciences,Sales,Single,0
677,Male,Sales Executive,3,Marketing,Sales,Single,0
678,Male,Research Scientist,2,Marketing,Research & Development,Married,0
679,Female,Laboratory Technician,1,Life Sciences,Research & Development,Single,0
680,Male,Sales Representative,1,Medical,Research & Development,Married,0
681,Male,Human Resources,4,Human Resources,Sales,Married,1
682,Male,Sales Executive,5,Technical Degree,Sales,Married,1
683,Male,Laboratory Technician,1,Medical,Sales,Single,0
684,Female,Manufacturing Director,5,Medical,Research & Development,Married,0
685,Female,Healthcare Representative,1,Medical,Sales,Married,0
686,Male,Sales Representative,1,Life Sciences,Sales,Single,0
687,Male,Sales Executive,1,Technical Degree,Research & Development,Married,0
688,Female,Human Resources,1,Technical Degree,Sales,Single,0
689,Male,Healthcare Representative,4,Marketing,Research & Development,Married,0
690,Female,Research Scientist,2,Marketing,Research & Development,Married,1
691,Female,Laboratory Technician,4,Medical,Sales,Single,0
692,Male,Manufacturing Director,2,Other,Research & Development,Married,0
693,Female,Human Resources,3,Life Sciences,Research & Development,Married,0
694,Male,Laboratory Technician,5,Human Resources,Human Resources,Single,0
695,Male,Human Resources,3,Technical Degree,Research & Development,Married,0
696,Male,Human Resources,2,Medical,Research & Development,Single,0
697,Male,Sales Representative,1,Medical,Research & Development,Single,0
698,Female,Healthcare Representative,1,Life Sciences,Sales,Married,0
699,Male,Sales Executive,5,Medical,Sales,Married,1
700,Female,Healthcare Representative,1,Marketing,Sales,Divorced,0
701,Male,Research Scientist,1,Medical,Sales,Single,1
702,Male,Research Scientist,1,Life Sciences,Research & Development,Divorced,0
703,Female,Laboratory Technician,1,Other,Research & Development,Single,1
704,Female,Research Scientist,1,Medical,Research & Development,Divorced,0
705,Male,Sales Representative,1,Marketing,Human Resources,Single,0
706,Female,Manufacturing Director,1,Marketing,Research & Development,Single,0
707,Female,Manufacturing Director,1,Medical,Research & Development,Single,0
708,Male,Sales Executive,1,Medical,Research & Development,Single,0
709,Female,Research Scientist,1,Life Sciences,Sales,Married,0
710,Female,Research Scientist,1,Medical,Research & Development,Single,0
711,Male,Manufacturing Director,2,Technical Degree,Sales,Married,0
712,Male,Sales Executive,3,Marketing,Research & Development,Single,0
713,Male,Laboratory Technician,2,Human Resources,Research & Development,Married,0
714,Male,Sales Executive,1,Life Sciences,Research & Development,Divorced,0
715,Male,Human Resources,1,Marketing,Sales,Single,0
716,Male,Laboratory Technician,1,Marketing,Research & Development,Married,0
717,Male,Sales Executive,1,Life Sciences,Sales,Single,1
718,Female,Research Scientist,1,Human Resources,Research & Development,Single,1
719,Male,Research Scientist,1,Medical,Research & Development,Divorced,0
720,Male,Manufacturing Director,2,Medical,Sales,Married,1
721,Male,Healthcare Representative,5,Marketing,Sales,Divorced,0
722,Female,Sales Representative,2,Medical,Research & Development,Divorced,0
723,Male,Laboratory Technician,4,Technical Degree,Research & Development,Married,0
724,Male,Sales Representative,2,Life Sciences,Research & Development,Single,1
725,Female,Sales Executive,1,Life Sciences,Research & Development,Married,0
726,Male,Laboratory Technician,2,Other,Sales,Single,0
727,Male,Human Resources,3,Medical,Sales,Divorced,0
728,Male,Laboratory Technician,3,Technical Degree,Sales,Single,1
729,Male,Laboratory Technician,1,Technical Degree,Research & Development,Married,1
730,Female,Research Scientist,2,Medical,Sales,Single,1
731,Female,Research Scientist,5,Medical,Sales,Married,0
732,Female,Sales Executive,2,Human Resources,Research & Development,Married,0
733,Male,Laboratory Technician,3,Marketing,Research & Development,Married,0
734,Male,Research Scientist,3,Other,Research & Development,Married,0
735,Male,Sales Executive,4,Life Sciences,Human Resources,Single,0
736,Male,Sales Representative,3,Technical Degree,Research & Development,Single,0
737,Female,Laboratory Technician,1,Medical,Research & Development,Single,1
738,Male,Human Resources,1,Life Sciences,Research & Development,Single,0
739,Male,Human Resources,1,Life Sciences,Sales,Divorced,0
740,Male,Laboratory Technician,1,Marketing,Sales,Single,0
741,Female,Laboratory Technician,1,Other,Research & Development,Single,0
742,Male,Sales Executive,2,Life Sciences,Human Resources,Married,0
743,Female,Healthcare Representative,1,Other,Research & Development,Married,0
744,Female,Research Scientist,1,Life Sciences,Sales,Single,0
745,Male,Research Scientist,2,Life Sciences,Sales,Single,0
746,Male,Research Scientist,3,Marketing,Research & Development,Married,0
747,Female,Research Scientist,2,Medical,Research & Development,Married,0
748,Male,Research Scientist,1,Life Sciences,Research & Development,Married,0
749,Female,Laboratory Technician,1,Marketing,Human Resources,Single,0
750,Male,Research Scientist,1,Marketing,Research & Development,Divorced,1
751,Male,Human Resources,3,Medical,Sales,Single,0
752,Female,Manufacturing Director,1,Life Sciences,Research & Development,Single,1
753,Male,Research Scientist,1,Other,Research & Development,Married,0
754,Male,Laboratory Technician,1,Marketing,Research & Development,Divorced,1
755,Female,Human Resources,1,Marketing,Sales,Single,0
756,Male,Human Resources,4,Human Resources,Research & Development,Single,0
757,Male,Laboratory Technician,1,Human Resources,Sales,Single,0
758,Male,Manufacturing Director,1,Other,Sales,Single,0
759,Male,Laboratory Technician,1,Life Sciences,Research & Development,Married,1
760,Male,Healthcare Representative,4,Marketing,Research & Development,Single,0
761,Female,Sales Executive,2,Medical,Research & Development,Single,0
762,Female,Laboratory Technician,2,Medical,Sales,Single,0
763,Female,Human Resources,1,Human Resources,Research & Development,Married,0
764,Male,Laboratory Technician,1,Life Sciences,Human Resources,Single,0
765,Male,Sales Representative,4,Medical,Sales,Single,0
766,Male,Healthcare Representative,2,Medical,Research & Development,Single,0
767,Male,Laboratory Technician,3,Medical,Research & Development,Single,0
768,Male,Laboratory Technician,2,Life Sciences,Research & Development,Single,0
769,Male,Research Scientist,1,Medical,Research & Development,Single,1
770,Male,Sales Representative,2,Medical,Sales,Single,0
771,Male,Human Resources,1,Technical Degree,Sales,Married,0
772,Male,Laboratory Technician,1,Medical,Sales,Single,0
773,Female,Research Scientist,2,Marketing,Research & Development,Married,0
774,Female,Sales Representative,1,Medical,Research & Development,Divorced,1
775,Male,Human Resources,1,Marketing,Research & Development,Married,0
776,Male,Laboratory Technician,2,Life Sciences,Research & Development,Single,0
777,Female,Sales Executive,5,Life Sciences,Research & Development,Single,1
778,Male,Human Resources,1,Life Sciences,Research & Development,Married,0
779,Male,Laboratory Technician,2,Human Resources,Sales,Single,0
780,Male,Sales Executive,1,Other,Sales,Single,0
781,Female,Human Resources,1,Marketing,Research & Development,Married,0
782,Female,Laboratory Technician,4,Life Sciences,Research & Development,Married,0
783,Male,Sales Representative,1,Medical,Sales,Single,0
784,Female,Laboratory Technician,1,Medical,Research & Development,Single,1
785,Male,Sales Representative,3,Technical Degree,Sales,Single,0
786,Male,Sales Representative,1,Technical Degree,Research & Development,Single,0
787,Male,Healthcare Representative,1,Medical,Sales,Single,0
788,Male,Laboratory Technician,1,Life Sciences,Human Resources,Single,0
789,Female,Sales Representative,1,Other,Sales,Married,0
790,Male,Laboratory Technician,3,Life Sciences,Research & Development,Divorced,1
791,Male,Research Scientist,5,Human Resources,Research & Development,Divorced,0
792,Female,Research Scientist,1,Human Resources,Sales,Divorced,0
793,Male,Sales Representative,1,Human Resources,Research & Development,Divorced,0
794,Female,Research Scientist,1,Medical,Research & Development,Single,0
795,Male,Laboratory Technician,5,Life Sciences,Research & Development,Divorced,0
796,Female,Laboratory Technician,2,Human Resources,Research & Development,Single,0
797,Female,Sales Representative,1,Medical,Research & Development,Single,0
798,Female,Laboratory Technician,2,Life Sciences,Research & Development,Divorced,0
799,Male,Laboratory Technician,2,Human Resources,Research & Development,Married,0
800,Male,Sales Representative,1,Life Sciences,Sales,Married,0
801,Male,Sales Executive,2,Life Sciences,Sales,Single,0
802,Female,Laboratory Technician,5,Human Resources,Research & Development,Married,0
803,Male,Manufacturing Director,1,Life Sciences,Research & Development,Divorced,0
804,Female,Research Scientist,1,Life Sciences,Research & Development,Married,0
805,Male,Sales Executive,1,Medical,Sales,Single,0
806,Female,Sales Representative,2,Life Sciences,Research & Development,Married,0
807,Female,Manufacturing Director,3,Human Resources,Sales,Single,0
808,Male,Laboratory Technician,1,Life Sciences,Research & Development,Divorced,0
809,Female,Manufacturing Director,1,Life Sciences,Research & Development,Divorced,1
810,Male,Human Resources,1,Medical,Sales,Married,0
811,Male,Manufacturing Director,1,Technical Degree,Research & Development,Single,0
812,Female,Sales Representative,2,Medical,Sales,Single,0
813,Male,Laboratory Technician,1,Marketing,Human Resources,Single,1
814,Male,Research Scientist,2,Life Sciences,Research & Development,Single,0
815,Male,Sales Executive,1,Life Sciences,Research & Development,Married,0
816,Male,Sales Representative,1,Technical Degree,Research & Development,Divorced,0
817,Male,Research Scientist,1,Other,Research & Development,Divorced,1
818,Female,Manufacturing Director,2,Technical Degree,Research & Development,Single,0
819,Female,Laboratory Technician,1,Life Sciences,Research & Development,Married,0
820,Female,Human Resources,1,Technical Degree,Sales,Single,0
821,Female,Sales Executive,1,Medical,Research & Development,Single,0
822,Male,Human Resources,3,Marketing,Human Resources,Single,0
823,Male,Sales Executive,1,Life Sciences,Research & Development,Married,0
824,Male,Sales Executive,2,Human Resources,Sales,Divorced,0
825,Male,Manufacturing Director,1,Medical,Research & Development,Single,0
826,Male,Healthcare Representative,2,Life Sciences,Research & Development,Single,0
827,Male,Research Scientist,1,Technical Degree,Research & Development,Married,0
828,Male,Sales Executive,5,Marketing,Sales,Married,0
829,Female,Manufacturing Director,1,Life Sciences,Research & Development,Single,0
830,Male,Sales Representative,1,Life Sciences,Research & Development,Married,0
831,Female,Human Resources,1,Technical Degree,Research & Development,Married,0
832,Male,Laboratory Technician,1,Life Sciences,Research & Development,Divorced,0
833,Male,Healthcare Representative,1,Medical,Research & Development,Single,0
834,Male,Laboratory Technician,1,Marketing,Research & Development,Married,0
835,Female,Sales Executive,3,Medical,Sales,Single,0
836,Female,Laboratory Technician,3,Life Sciences,Research & Development,Single,0
837,Female,Laboratory Technician,1,Medical,Sales,Married,1
838,Male,Sales Executive,1,Life Sciences,Research & Development,Divorced,1
839,Male,Sales Representative,2,Marketing,Research & Development,Divorced,0
840,Male,Sales Representative,1,Technical Degree,Sales,Married,0
841,Male,Sales Executive,2,Medical,Research & Development,Single,0
842,Female,Human Resources,2,Other,Sales,Married,0
843,Female,Research Scientist,1,Technical Degree,Research & Development,Single,1
844,Female,Research Scientist,1,Other,Research & Development,Single,0
845,Female,Research Scientist,2,Life Sciences,Sales,Single,0
846,Male,Laboratory Technician,5,Life Sciences,Human Resources,Married,0
847,Female,Laboratory Technician,3,Other,Research & Development,Married,0
848,Female,Research Scientist,2,Medical,Sales,Divorced,0
849,Female,Sales Executive,2,Life Sciences,Research & Development,Single,0
850,Male,Sales Representative,1,Life Sciences,Research & Development,Married,1
851,Female,Sales Executive,3,Medical,Research & Development,Married,0
852,Female,Laboratory Technician,1,Medical,Research & Development,Single,0
853,Male,Healthcare Representative,2,Medical,Sales,Single,0
854,Female,Laboratory Technician,1,Medical,Research & Development,Divorced,1
855,Female,Sales Representative,1,Life Sciences,Research & Development,Divorced,0
856,Male,Research Scientist,2,Technical Degree,Research & Development,Single,0
857,Male,Sales Representative,5,Life Sciences,Sales,Single,0
858,Female,Human Resources,1,Medical,Research & Development,Single,0
859,Male,Sales Executive,2,Medical,Sales,Single,0
860,Male,Human Resources,1,Marketing,Sales,Married,0
861,Male,Sales Representative,1,Life Sciences,Research & Development,Single,0
862,Female,Sales Executive,3,Medical,Human Resources,Single,0
863,Female,Human Resources,2,Life Sciences,Sales,Divorced,0
864,Male,Sales Representative,1,Medical,Sales,Single,0
865,Male,Sales Executive,1,Life Sciences,Sales,Single,0
866,Male,Sales Representative,1,Other,Sales,Single,0
867,Male,Human Resources,1,Medical,Sales,Married,0
868,Female,Healthcare Representative,3,Other,Research & Development,Single,0
869,Female,Sales Executive,2,Human Resources,Research & Development,Single,0
870,Male,Healthcare Representative,5,Marketing,Sales,Married,1
871,Male,Research Scientist,4,Technical Degree,Sales,Married,0
872,Female,Human Resources,3,Technical Degree,Research & Development,Married,0
873,Male,Laboratory Technician,1,Human Resources,Sales,Divorced,0
874,Male,Sales Representative,1,Life Sciences,Research & Development,Married,0
875,Female,Research Scientist,1,Life Sciences,Sales,Single,0
876,Male,Sales Representative,1,Other,Research & Development,Single,0
877,Male,Laboratory Technician,1,Technical Degree,Research & Development,Married,0
878,Male,Sales Representative,3,Medical,Sales,Single,0
879,Male,Manufacturing Director,1,Other,Research & Development,Single,0
880,Male,Laboratory Technician,2,Human Resources,Research & Development,Single,0
881,Female,Research Scientist,3,Human Resources,Sales,Divorced,0
882,Male,Laboratory Technician,2,Technical Degree,Sales,Single,0
883,Male,Sales Executive,4,Life Sciences,Research & Development,Married,0
884,Male,Sales Executive,3,Life Sciences,Sales,Single,0
885,Male,Laboratory Technician,1,Life Sciences,Research & Development,Single,0
886,Male,Human Resources,4,Medical,Sales,Single,1
887,Male,Manufacturing Director,3,Medical,Sales,Divorced,0
888,Male,Sales Representative,1,Human Resources,Research & Development,Married,0
889,Male,Research Scientist,1,Life Sciences,Research & Development,Married,0
890,Female,Human Resources,1,Medical,Research & Development,Married,0
891,Female,Research Scientist,1,Life Sciences,Research & Development,Single,0
892,Female,Sales Executive,1,Human Resources,Sales,Single,0
893,Male,Research Scientist,1,Medical,Research & Development,Single,0
894,Male,Human Resources,1,Marketing,Research & Development,Married,1
895,Female,Research Scientist,1,Life Sciences,Sales,Single,0
896,Male,Sales Representative,1,Other,Sales,Divorced,0
897,Male,Laboratory Technician,1,Human Resources,Research & Development,Married,0
898,Female,Human Resources,1,Human Resources,Sales,Married,1
899,Male,Sales Representative,1,Human Resources,Human Resources,Single,0
900,Male,Manufacturing Director,3,Life Sciences,Research & Development,Divorced,0
901,Female,Research Scientist,5,Marketing,Research & Development,Married,0
902,Male,Sales Executive,1,Medical,Sales,Divorced,0
903,Female,Laboratory Technician,2,Marketing,Sales,Divorced,0
904,Male,Research Scientist,5,Life Sciences,Research & Development,Divorced,0
